Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,Attack Type,label_bin
53235,94,1,6,6,6,6.0,0.0,6,6,6.0,0.0,191489.3617,31914.89362,47.0,63.63961031,92,2,0,0.0,0.0,0,0,2,2.0,0.0,2,2,20,40,10638.29787,21276.59574,6,6,6.0,0.0,0.0,0,0,1,8.0,6,389,256,0,20,0.0,0,0,0.0,0,0,Normal Traffic,0
21,58,1,6,6,6,6.0,0.0,6,6,6.0,0.0,310344.8276,51724.13793,29.0,26.87005769,48,10,0,0.0,0.0,0,0,48,48.0,0.0,48,48,20,40,17241.37931,34482.75862,6,6,6.0,0.0,0.0,0,0,1,8.0,6,255,229,0,20,0.0,0,0,0.0,0,0,Normal Traffic,0
443,4687117,10,703,267,0,70.3,100.477806,2896,0,395.0,900.5946,992.7211119,4.26701531,246690.3684,473140.4892,1828364,9,3944554,438283.7778,661697.6185,1924949,153,3590962,398995.7778,588368.7787,1828364,9,336,328,2.133507655,2.133507655,0,2896,221.57143,631.23676,398459.8571,0,1,0,232.65,703,29200,252,4,32,0.0,0,0,0.0,0,0,Normal Traffic,0
123,86068,1,48,48,48,48.0,0.0,48,48,48.0,0.0,1115.397128,23.23744016,86068.0,0.0,86068,86068,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,11.61872008,11.61872008,48,48,48.0,0.0,0.0,0,0,0,72.0,48,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic,0
443,94972,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21.05883839,94972.0,0.0,94972,94972,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,10.5294192,10.5294192,0,0,0.0,0.0,0.0,0,0,1,0.0,0,319,252,0,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,30465,1,45,45,45,45.0,0.0,61,61,61.0,0.0,3479.402593,65.64910553,30465.0,0.0,30465,30465,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,32.82455277,32.82455277,45,61,50.333332,9.237604,85.33333333,0,0,0,75.5,45,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic,0
53,30911,4,136,34,34,34.0,0.0,50,50,50.0,0.0,7634.822555,194.1056582,6182.2,11879.22622,27243,3,27249,9083.0,15727.02133,27243,3,4,4.0,0.0,4,4,80,40,129.4037721,64.70188606,34,50,38.57143,7.8072004,60.95238095,0,0,0,45.0,136,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic,0
443,1066855,9,703,267,0,78.111115,103.30228,1448,0,359.0909,569.91833,4361.417437,18.74669004,56150.26316,74229.19898,268146,4,787122,98390.25,118438.9808,363327,188,971437,97143.7,92935.49402,268146,4,296,360,8.436010517,10.31067952,0,1448,221.57143,434.49908,188789.4571,0,1,0,232.65,703,29200,252,4,32,0.0,0,0,0.0,0,0,Normal Traffic,0
123,86016,1,48,48,48,48.0,0.0,48,48,48.0,0.0,1116.071429,23.2514881,86016.0,0.0,86016,86016,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,11.62574405,11.62574405,48,48,48.0,0.0,0.0,0,0,0,72.0,48,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic,0
443,94848,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21.08636977,94848.0,0.0,94848,94848,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,10.54318489,10.54318489,0,0,0.0,0.0,0.0,0,0,1,0.0,0,304,252,0,32,0.0,0,0,0.0,0,0,Normal Traffic,0
0,118012435,141,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.194789346,842945.9643,2822328.438,20000000,0,118000000,842945.9643,2822328.438,20000000,0,0,0.0,0.0,0,0,0,0,1.194789346,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,-1,-1,0,0,3291857.571,9795862,66,9420803.7,20000000,5046092,Normal Traffic,0
123,16250,1,48,48,48,48.0,0.0,48,48,48.0,0.0,5907.692308,123.0769231,16250.0,0.0,16250,16250,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,61.53846154,61.53846154,48,48,48.0,0.0,0.0,0,0,0,72.0,48,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic,0
123,22410,1,48,48,48,48.0,0.0,48,48,48.0,0.0,4283.801874,89.24587238,22410.0,0.0,22410,22410,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,44.62293619,44.62293619,48,48,48.0,0.0,0.0,0,0,0,72.0,48,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic,0
389,55068559,24,3558,1304,0,148.25,369.48663,2910,0,574.7692,871.73047,200.2957804,0.671889744,1529682.194,9174561.493,55000000,3,55100000,2394285.174,11500000.0,55000000,3,55100000,4589031.083,15900000.0,55000000,3,792,432,0.435820374,0.236069369,0,2910,290.26315,612.4714,375121.1721,0,1,0,298.1081,3558,65535,2081,10,32,20222.0,20222,20222,55000000.0,55000000,55000000,Normal Traffic,0
3268,55091905,24,3204,1305,0,133.5,364.35757,2910,0,540.7692,876.05225,185.7623184,0.671605021,1530330.694,9177727.069,55100000,2,55100000,2395300.217,11500000.0,55100000,3,55100000,4590978.083,15900000.0,55100000,2,792,432,0.435635689,0.235969332,0,2910,269.3158,609.30115,371247.8976,0,1,0,276.5946,3204,65535,2081,10,32,24456.0,24456,24456,55100000.0,55100000,55100000,Normal Traffic,0
5353,1002497,26,1274,49,49,49.0,0.0,0,0,0.0,0.0,1270.826746,25.93523971,40099.88,200492.1083,1002462,1,1002497,40099.88,200492.1083,1002462,1,0,0.0,0.0,0,0,832,0,25.93523971,0.0,49,49,49.0,0.0,0.0,0,0,0,50.884617,1274,-1,-1,25,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,179,2,88,44,44,44.0,0.0,75,75,75.0,0.0,1329608.939,22346.36872,59.66666667,97.28480525,172,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,40,40,11173.18436,11173.18436,44,75,56.4,16.979399,288.3,0,0,0,70.5,88,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic,0
53,188,2,116,58,58,58.0,0.0,142,142,142.0,0.0,2127659.574,21276.59574,62.66666667,67.21111019,136,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,40,40,10638.29787,10638.29787,58,142,91.6,46.008694,2116.8,0,0,0,114.5,116,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic,0
53,151,2,118,59,59,59.0,0.0,143,143,143.0,0.0,2675496.689,26490.06623,50.33333333,80.25168742,143,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,40,40,13245.03311,13245.03311,59,143,92.6,46.008694,2116.8,0,0,0,115.75,118,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic,0
53,189,2,116,58,58,58.0,0.0,142,142,142.0,0.0,2116402.116,21164.02116,63.0,67.75691847,137,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,40,40,10582.01058,10582.01058,58,142,91.6,46.008694,2116.8,0,0,0,114.5,116,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic,0
53,149,2,118,59,59,59.0,0.0,143,143,143.0,0.0,2711409.396,26845.63758,49.66666667,80.82903769,143,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,64,64,13422.81879,13422.81879,59,143,92.6,46.008694,2116.8,0,0,0,115.75,118,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,153,2,88,44,44,44.0,0.0,105,105,105.0,0.0,1947712.418,26143.79085,51.0,81.40638796,145,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,40,40,13071.89542,13071.89542,44,105,68.4,33.411076,1116.3,0,0,0,85.5,88,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic,0
53,159,2,90,45,45,45.0,0.0,106,106,106.0,0.0,1899371.069,25157.2327,53.0,78.93668349,144,3,3,3.0,0.0,3,3,12,12.0,0.0,12,12,40,40,12578.61635,12578.61635,45,106,69.4,33.411076,1116.3,0,0,0,86.75,90,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic,0
53,158,2,118,59,59,59.0,0.0,143,143,143.0,0.0,2556962.025,25316.4557,52.66666667,86.02519011,152,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,40,40,12658.22785,12658.22785,59,143,92.6,46.008694,2116.8,0,0,0,115.75,118,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic,0
53,145,2,90,45,45,45.0,0.0,106,106,106.0,0.0,2082758.621,27586.2069,48.33333333,78.51963661,139,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,40,40,13793.10345,13793.10345,45,106,69.4,33.411076,1116.3,0,0,0,86.75,90,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic,0
53,147,2,88,44,44,44.0,0.0,105,105,105.0,0.0,2027210.884,27210.88435,49.0,78.80989786,140,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,40,40,13605.44218,13605.44218,44,105,68.4,33.411076,1116.3,0,0,0,85.5,88,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic,0
53,189,2,86,43,43,43.0,0.0,71,71,71.0,0.0,1206349.206,21164.02116,63.0,27.71281292,95,47,47,47.0,0.0,47,47,47,47.0,0.0,47,47,64,64,10582.01058,10582.01058,43,71,54.2,15.336231,235.2,0,0,0,67.75,86,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
3268,112794953,32,6448,403,0,201.5,204.7242,72,72,72.0,0.0,67.37890125,0.425550955,2399892.617,5801501.851,16400000,3,113000000,3638546.871,6852074.001,16400000,3,113000000,7519638.4,8327421.769,16400000,3,1024,512,0.283700637,0.141850318,0,403,163.32654,178.93172,32016.55782,0,0,1,166.72917,6448,299,2081,15,32,357.1428571,370,338,16100000.0,16400000,15400000,Normal Traffic,0
53,213,2,110,55,55,55.0,0.0,116,116,116.0,0.0,1605633.803,18779.34272,71.0,116.9144987,206,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,64,64,9389.671362,9389.671362,55,116,79.4,33.411076,1116.3,0,0,0,99.25,110,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
139,79,3,4,4,0,1.3333334,2.309401,4,4,4.0,0.0,101265.8228,50632.91139,26.33333333,38.68246804,71,4,79,39.5,50.20458146,75,4,0,0.0,0.0,0,0,96,32,37974.68354,12658.22785,0,4,2.4,2.1908903,4.8,0,0,1,3.0,4,302,302,0,32,0.0,0,0,0.0,0,0,Normal Traffic,0
49671,14867772,11,2408,968,0,218.90909,380.1022,952,0,360.0,462.12033,307.2417306,1.143412745,929235.75,3702130.718,14800000,1,14900000,1486777.2,4682084.493,14800000,1,913,182.6,283.7856586,673,4,244,144,0.739855306,0.40355744,0,968,253.77777,395.41705,156354.6536,0,1,0,268.70587,2408,8192,2049,9,20,0.0,0,0,0.0,0,0,Normal Traffic,0
135,14868754,15,1034,168,0,68.933334,81.5348,268,0,137.0,104.19213,143.2534293,1.546868016,675852.4545,3134813.173,14700000,1,14900000,1062053.857,3928454.591,14700000,1,112496,16070.85714,42280.58954,111954,4,324,184,1.008826967,0.538041049,0,268,88.75,93.58895,8758.891304,0,1,0,92.608696,1034,8192,2051,13,20,0.0,0,0,0.0,0,0,Normal Traffic,0
49666,34758892,17,5300,1755,0,311.7647,554.2186,348,0,155.28572,127.24382,215.0241153,0.891858118,1158629.733,6334658.49,34700000,1,34800000,2172430.75,8673601.533,34700000,1,2172,167.0769231,179.5682143,476,1,364,304,0.489083484,0.402774634,0,1755,233.5625,416.17746,173203.6734,0,1,0,241.09677,5300,8192,2049,15,20,0.0,0,0,0.0,0,0,Normal Traffic,0
389,167,2,414,207,207,207.0,0.0,163,163,163.0,0.0,4431137.725,23952.09581,55.66666667,88.62467677,158,4,5,5.0,0.0,5,5,4,4.0,0.0,4,4,40,40,11976.0479,11976.0479,163,207,189.4,24.099792,580.8,0,0,0,236.75,414,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic,0
389,160,2,412,206,206,206.0,0.0,163,163,163.0,0.0,4612500.0,25000.0,53.33333333,52.2047252,108,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,40,40,12500.0,12500.0,163,206,188.8,23.55207,554.7,0,0,0,236.0,412,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic,0
389,414955,20,5700,1633,0,285.0,498.96524,2634,0,455.6,753.2091,30205.68495,84.3464954,12204.55882,43982.19031,244071,1,414884,21836.0,57684.60348,244071,2,414888,29634.85714,83973.34957,304262,3,424,324,48.19799737,36.14849803,0,2634,348.16666,610.55115,372772.7143,0,1,0,358.1143,5700,8192,0,18,20,0.0,0,0,0.0,0,0,Normal Traffic,0
389,304154,14,4100,1646,0,292.85715,578.0318,210,0,87.0,89.21476,16912.48512,85.4830119,12166.16,49326.52767,241742,1,304095,23391.92308,67699.50733,241742,1,304112,27646.54545,91094.49647,302306,3,304,264,46.0293141,39.4536978,0,1646,190.51852,427.09378,182409.1054,0,1,0,197.84616,4100,8192,0,12,20,0.0,0,0,0.0,0,0,Normal Traffic,0
88,1089,9,3150,1575,0,350.0,694.5097,1576,0,525.3333,813.8429,5786960.514,13774.10468,77.78571429,221.4387148,844,2,1089,136.125,328.6928386,947,2,1006,201.2,364.8577805,844,2,304,208,8264.46281,5509.641873,0,1576,393.875,704.5851,496440.1167,0,1,0,420.13333,3150,29200,2081,2,32,0.0,0,0,0.0,0,0,Normal Traffic,0
88,1090,9,3150,1575,0,350.0,694.5097,1576,0,525.3333,813.8429,5781651.376,13761.46789,77.85714286,215.1417626,821,1,1090,136.25,293.0132859,858,1,1020,204.0,354.426297,821,1,304,208,8256.880734,5504.587156,0,1576,393.875,704.5851,496440.1167,0,1,0,420.13333,3150,29200,2081,2,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,30997,1,52,52,52,52.0,0.0,68,68,68.0,0.0,3871.342388,64.52237313,30997.0,0.0,30997,30997,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,32.26118657,32.26118657,52,68,57.333332,9.237604,85.33333333,0,0,0,86.0,52,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic,0
389,67399,18,3882,1313,0,215.66667,413.43668,3069,0,684.3077,941.2797,189587.3826,459.947477,2246.633333,8427.733787,39086,0,67399,3964.647059,11111.11991,39482,1,28228,2352.333333,7664.06828,26682,4,592,432,267.0662769,192.8812,0,3069,399.3125,703.9131,495493.6411,0,1,0,412.19354,3882,29200,2081,10,32,0.0,0,0,0.0,0,0,Normal Traffic,0
3268,85539,36,6724,1313,0,186.77777,288.46503,3069,0,368.58066,609.19727,212183.9161,783.2684506,1296.045455,6084.601246,38542,1,85539,2443.971429,8268.206732,38725,1,46943,1564.766667,5831.672119,29866,3,1168,1008,420.86066,362.4077906,0,3069,266.91177,467.90912,218938.9473,0,1,0,270.8955,6724,29200,2081,28,32,0.0,0,0,0.0,0,0,Normal Traffic,0
123,26443,1,48,48,48,48.0,0.0,48,48,48.0,0.0,3630.450403,75.63438339,26443.0,0.0,26443,26443,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,37.8171917,37.8171917,48,48,48.0,0.0,0.0,0,0,0,72.0,48,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,60668,1,71,71,71,71.0,0.0,120,120,120.0,0.0,3148.282455,32.96630843,60668.0,0.0,60668,60668,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,20,16.48315422,16.48315422,71,120,87.333336,28.290163,800.3333333,0,0,0,131.0,71,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,31468,4,184,46,46,46.0,0.0,150,150,150.0,0.0,15380.70421,190.6698869,6293.6,11948.01426,27439,2,27444,9148.0,15840.47067,27439,2,3,3.0,0.0,3,3,128,64,127.1132579,63.55662896,46,150,75.71429,50.746803,2575.238095,0,0,0,88.333336,184,-1,-1,3,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,197,2,102,51,51,51.0,0.0,112,112,112.0,0.0,1654822.335,20304.56853,65.66666667,28.86751346,99,49,49,49.0,0.0,49,49,49,49.0,0.0,49,49,40,40,10152.28426,10152.28426,51,112,75.4,33.411076,1116.3,0,0,0,94.25,102,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic,0
53,190,2,64,32,32,32.0,0.0,48,48,48.0,0.0,842105.2632,21052.63158,63.33333333,24.82606158,92,49,49,49.0,0.0,49,49,49,49.0,0.0,49,49,64,64,10526.31579,10526.31579,32,48,38.4,8.763561,76.8,0,0,0,48.0,64,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,163,2,64,32,32,32.0,0.0,79,79,79.0,0.0,1361963.19,24539.8773,54.33333333,91.51138363,160,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,64,64,12269.93865,12269.93865,32,79,50.8,25.74296,662.7,0,0,0,63.5,64,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,61033,4,208,52,52,52.0,0.0,157,157,157.0,0.0,8552.750152,98.30747301,12206.6,16922.24665,34325,4,26704,8901.333333,15403.7057,26688,4,4,4.0,0.0,4,4,128,40,65.53831534,32.76915767,52,157,82.0,51.234753,2625.0,0,0,0,95.666664,208,-1,-1,3,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,198,2,88,44,44,44.0,0.0,94,94,94.0,0.0,1393939.394,20202.0202,66.0,30.31501278,101,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,64,64,10101.0101,10101.0101,44,94,64.0,27.386127,750.0,0,0,0,80.0,88,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,192,2,102,51,51,51.0,0.0,112,112,112.0,0.0,1697916.667,20833.33333,64.0,28.58321186,97,47,48,48.0,0.0,48,48,47,47.0,0.0,47,47,64,64,10416.66667,10416.66667,51,112,75.4,33.411076,1116.3,0,0,0,94.25,102,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,159,2,64,32,32,32.0,0.0,79,79,79.0,0.0,1396226.415,25157.2327,53.0,90.06664199,157,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,64,64,12578.61635,12578.61635,32,79,50.8,25.74296,662.7,0,0,0,63.5,64,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
88,739,2,500,250,250,250.0,0.0,1430,1430,1430.0,0.0,4546684.709,5412.719892,246.3333333,344.3897985,644,47,47,47.0,0.0,47,47,48,48.0,0.0,48,48,64,64,2706.359946,2706.359946,250,1430,722.0,646.3126,417720.0,0,0,0,902.5,500,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
88,697,2,500,250,250,250.0,0.0,1430,1430,1430.0,0.0,4820659.971,5738.880918,232.3333333,318.409066,600,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,64,64,2869.440459,2869.440459,250,1430,722.0,646.3126,417720.0,0,0,0,902.5,500,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,210,2,88,44,44,44.0,0.0,94,94,94.0,0.0,1314285.714,19047.61905,70.0,38.10511777,114,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,64,64,9523.809524,9523.809524,44,94,64.0,27.386127,750.0,0,0,0,80.0,88,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
